,t,x,y,z,is_emissionpoint
0,0.0,3.48,2.3499999999999996,1.1,1.0
1,0.001001001001001001,3.4801274203890338,2.35398525165319,1.0997033042023983,0.0
2,0.002002002002002002,3.4802694239839496,2.3579530392064547,1.0994138065777275,0.0
3,0.003003003003003003,3.4804259847868315,2.361903393532319,1.0991314908772905,0.0
4,0.004004004004004004,3.4805970767997656,2.365836345503309,1.0988563408523908,0.0
5,0.005005005005005005,3.480782674024835,2.3697519259919497,1.0985883402543306,0.0
6,0.006006006006006006,3.4809827504641238,2.3736501658707647,1.0983274728344123,0.0
7,0.007007007007007007,3.481197280119716,2.3775310960122797,1.0980737223439385,0.0
8,0.008008008008008008,3.481426236993696,2.381394747289019,1.0978270725342123,0.0
9,0.009009009009009009,3.4816695950881487,2.3852411505735094,1.0975875071565357,0.0
10,0.01001001001001001,3.481927328405158,2.3890703367382744,1.0973550099622118,0.0
11,0.011011011011011011,3.4821994109468073,2.3928823366558394,1.097129564702543,0.0
12,0.012012012012012012,3.4824858167151818,2.3966771811987293,1.0969111551288326,0.0
13,0.013013013013013013,3.4827865197123646,2.400454901239469,1.096699764992382,0.0
14,0.014014014014014014,3.4831014939404406,2.4042155276505843,1.0964953780444946,0.0
15,0.015015015015015015,3.4834307134014946,2.4079590913045985,1.0962979780364734,0.0
16,0.016016016016016016,3.4837741520976113,2.4116856230740384,1.0961075487196204,0.0
17,0.017017017017017015,3.4841317840308723,2.4153951538314273,1.0959240738452385,0.0
18,0.018018018018018018,3.484503583203364,2.4190877144492915,1.09574753716463,0.0
19,0.01901901901901902,3.48488952361717,2.422763335800156,1.095577922429098,0.0
20,0.02002002002002002,3.485289579274375,2.4264220487565447,1.0954152133899449,0.0
21,0.02102102102102102,3.4857037241770628,2.430063884190984,1.0952593937984738,0.0
22,0.022022022022022022,3.4861319323273174,2.433688872975998,1.0951104474059865,0.0
23,0.023023023023023025,3.4865741777272223,2.437297045984111,1.0949683579637857,0.0
24,0.024024024024024024,3.4870304343788634,2.440888434087849,1.0948331092231751,0.0
25,0.025025025025025023,3.487500676284325,2.4444630681597377,1.0947046849354563,0.0
26,0.026026026026026026,3.48798487744569,2.4480209790723,1.0945830688519322,0.0
27,0.02702702702702703,3.4884830118650427,2.4515621976980633,1.0944682447239058,0.0
28,0.028028028028028028,3.4889950535444676,2.4550867549095496,1.0943601963026792,0.0
29,0.029029029029029027,3.4895209764860495,2.4585946815792874,1.0942589073395559,0.0
30,0.03003003003003003,3.4900607546918727,2.462086008579799,1.0941643615858374,0.0
31,0.031031031031031032,3.4906143621640204,2.465560766783611,1.0940765427928267,0.0
32,0.03203203203203203,3.4911817729045773,2.4690189870632473,1.0939954347118268,0.0
33,0.03303303303303303,3.491762960915626,2.4724607002912324,1.0939210210941401,0.0
34,0.03403403403403403,3.492357900199255,2.475885937340094,1.0938532856910694,0.0
35,0.035035035035035036,3.492966564757545,2.4792947290823544,1.0937922122539172,0.0
36,0.036036036036036036,3.493588928592581,2.48268710639054,1.0937377845339864,0.0
37,0.037037037037037035,3.4942249657064477,2.486063100137174,1.093689986282579,0.0
38,0.03803803803803804,3.4948746501012273,2.4894227411947822,1.093648801250998,0.0
39,0.03903903903903904,3.4955379557790076,2.492766060435892,1.0936142131905464,0.0
40,0.04004004004004004,3.4962148567418705,2.4960930887330255,1.093586205852526,0.0
41,0.04104104104104104,3.4969053269919,2.4994038569587085,1.0935647629882406,0.0
42,0.04204204204204204,3.497609340531182,2.5026983959854667,1.0935498683489921,0.0
43,0.043043043043043044,3.498326871361798,2.5059767366858234,1.0935415056860827,0.0
44,0.044044044044044044,3.4990578934858347,2.5092389099323054,1.093539658750816,0.0
45,0.04504504504504504,3.499802380905376,2.5124849465974366,1.0935443112944938,0.0
46,0.04604604604604605,3.5005603076225054,2.515714877553743,1.0935554470684197,0.0
47,0.04704704704704705,3.5013316476393057,2.518928733673748,1.0935730498238951,0.0
48,0.04804804804804805,3.5021163749578648,2.5221265458299786,1.0935971033122238,0.0
49,0.04904904904904905,3.5029144635802645,2.525308344894958,1.093627591284708,0.0
50,0.050050050050050046,3.5037258875085886,2.5284741617412116,1.09366449749265,0.0
51,0.05105105105105105,3.504550620744923,2.531624027241266,1.0937078056873528,0.0
52,0.05205205205205205,3.50538863729135,2.534757972267643,1.093757499620119,0.0
53,0.05305305305305305,3.506239911149956,2.5378760276928714,1.093813563042251,0.0
54,0.05405405405405406,3.5071044163228238,2.540978224389473,1.0938759797050521,0.0
55,0.055055055055055056,3.5079821268120375,2.544064593229974,1.093944733359824,0.0
56,0.056056056056056056,3.5088730166196824,2.5471351650869,1.0940198077578702,0.0
57,0.057057057057057055,3.509777059747841,2.550189970832775,1.0941011866504924,0.0
58,0.058058058058058054,3.510694230198599,2.553229041340125,1.0941888537889943,0.0
59,0.05905905905905906,3.5116245019740404,2.556252407481474,1.0942827929246781,0.0
60,0.06006006006006006,3.5125678490762495,2.5592601001293476,1.0943829878088462,0.0
61,0.06106106106106106,3.51352424550731,2.5622521501562705,1.0944894221928014,0.0
62,0.062062062062062065,3.5144936652693053,2.565228588434766,1.094602079827846,0.0
63,0.06306306306306306,3.515476082364322,2.5681894458373637,1.0947209444652835,0.0
64,0.06406406406406406,3.5164714707944422,2.5711347532365845,1.0948459998564157,0.0
65,0.06506506506506507,3.5174798045617517,2.5740645415049546,1.0949772297525457,0.0
66,0.06606606606606606,3.5185010576683338,2.576978841514999,1.095114617904976,0.0
67,0.06706706706706707,3.5195352041162704,2.579877684139242,1.095258148065009,0.0
